Timestamp_min,Reactor_Temp_C,Jacket_Flow_Rate_L_min,Pressure_atm,Reactant_A_Conc_mol_L,Product_B_Conc_mol_L,Reactor_Run_ID
1258,84,1005,3.31,0.72,1.78,8
1259,84.5,1019,3.17,0.67,1.83,8
1260,85,1001,3.34,0.62,1.87,8
1261,85.5,1017,3.19,0.57,1.93,8
1262,84,1006,3.37,0.52,1.97,8
1263,84.5,1014,3.22,0.47,2.03,8
1264,85,1002,3.4,0.42,2.07,8
1265,85.5,1011,3.25,0.37,2.13,8
1266,84,1008,3.43,0.32,2.17,8
1267,84.5,1016,3.28,0.27,2.23,8
1268,85,1004,3.46,0.22,2.27,8
1269,85.5,1012,3.31,0.17,2.33,8
1270,84,1009,3.49,0.12,2.37,8
1271,84.5,1017,3.34,0.07,2.43,8
1272,85,1001,3.52,0.02,2.47,8
1273,85.5,1010,3.37,0,2.5,8
1274,84,1006,3.55,0,2.5,8
1275,84.5,1014,3.4,0,2.5,8
1276,85,1002,3.58,0,2.5,8
1277,85.5,1011,3.43,0,2.5,8
1278,84,1008,3.61,0,2.5,8
1279,84.5,1016,3.46,0,2.5,8
1280,85,1004,3.64,0,2.5,8
1281,85.5,1012,3.5,0,2.5,8
1282,84,1009,3.67,0,2.5,8
1283,84.5,1017,3.53,0,2.5,8
1284,85,1001,3.7,0,2.5,8
1285,85.5,1010,3.56,0,2.5,8
1286,84,1006,3.73,0,2.5,8
1287,84.5,1014,3.6,0,2.5,8
1288,85,1002,3.76,0,2.5,8
1289,85.5,1011,3.63,0,2.5,8
1290,84,1008,3.79,0,2.5,8
1291,84.5,1016,3.66,0,2.5,8
1292,85,1015,3.2,2.5,0,9
1293,85.5,1012,3.18,2.49,0.01,9
1294,85,1017,3.22,2.48,0.02,9
1295,84.5,1016,3.19,2.47,0.03,9
1296,85,1009,3.21,2.46,0.04,9
1297,84,1013,3.17,2.45,0.05,9
1298,85.5,1008,3.23,2.44,0.06,9
1299,84,1012,3.16,2.43,0.07,9
1300,85.5,1015,3.2,2.42,0.08,9
1301,84,1007,3.18,2.41,0.09,9
1302,85,1014,3.19,2.4,0.1,9
1303,83.5,1011,3.22,2.39,0.11,9
1304,84,1016,3.17,2.38,0.12,9
1305,85,1009,3.2,2.37,0.13,9
1306,83.5,1014,3.16,2.36,0.14,9
1307,84,1012,3.21,2.35,0.15,9
1308,85,1008,3.19,2.34,0.16,9
1309,83,1015,3.23,2.33,0.17,9
1310,84.5,1011,3.18,2.32,0.18,9
1311,85,1016,3.2,2.31,0.19,9
1312,83,1007,3.17,2.3,0.2,9
1313,84.5,1014,3.22,2.29,0.21,9
1314,85,1012,3.19,2.28,0.22,9
1315,83,1009,3.21,2.27,0.23,9
1316,84.5,1015,3.16,2.26,0.24,9
1317,85,1011,3.2,2.25,0.25,9
1318,83,1016,3.18,2.24,0.26,9
1319,84.5,1007,3.22,2.23,0.27,9
1320,85,1014,3.19,2.22,0.28,9
1321,83,1012,3.21,2.21,0.29,9
1322,84.5,1009,3.16,2.2,0.3,9
1323,85,1015,3.2,2.19,0.31,9
1324,83,1011,3.17,2.18,0.32,9
1325,84.5,1016,3.22,2.17,0.33,9
1326,85,1007,3.19,2.16,0.34,9
1327,83,1014,3.21,2.15,0.35,9
1328,84.5,1012,3.16,2.14,0.36,9
1329,85,1009,3.2,2.13,0.37,9
1330,83,1015,3.17,2.12,0.38,9
1331,84.5,1011,3.22,2.11,0.39,9
1332,85,1015,3.2,2.11,0.39,9
1333,84.95,1018,3.18,2.1,0.4,9
1334,85.05,1011,3.22,2.09,0.41,9
1335,84.9,1017,3.19,2.08,0.42,9
1336,85.1,1009,3.21,2.07,0.43,9
1337,84.95,1014,3.17,2.06,0.44,9
1338,85.05,1006,3.23,2.05,0.45,9
1339,84.9,1012,3.16,2.04,0.46,9
1340,85.1,1007,3.24,2.03,0.47,9
1341,84.95,1013,3.15,2.02,0.48,9
1342,85.05,1004,3.25,2.01,0.49,9
1343,84.9,1010,3.14,2,0.5,9
1344,85.1,1005,3.26,1.99,0.51,9
1345,84.9,1008,3.13,1.98,0.52,9
1346,85.1,1006,3.27,1.97,0.53,9
1347,84.9,1009,3.12,1.96,0.54,9
1348,85.1,1007,3.28,1.95,0.55,9
1349,84.9,1010,3.11,1.94,0.56,9
1350,85.1,1008,3.29,1.93,0.57,9
1351,84.9,1009,3.1,1.92,0.58,9
1352,85.1,1007,3.3,1.91,0.59,9
1353,84.9,1010,3.09,1.9,0.6,9
1354,85.1,1006,3.31,1.89,0.61,9
1355,84.9,1008,3.08,1.88,0.62,9
1356,85.1,1007,3.32,1.87,0.63,9
1357,84.9,1009,3.07,1.86,0.64,9
1358,85.1,1006,3.33,1.85,0.65,9
1359,84.9,1008,3.06,1.84,0.66,9
1360,85.1,1007,3.34,1.83,0.67,9
1361,84.9,1009,3.05,1.82,0.68,9
1362,85.1,1006,3.35,1.81,0.69,9
1363,84.9,1008,3.04,1.8,0.7,9
1364,85.1,1007,3.36,1.79,0.71,9
1365,84.9,1009,3.03,1.78,0.72,9
1366,85.1,1006,3.37,1.77,0.73,9
1367,84.9,1008,3.02,1.76,0.74,9
1368,85.1,1007,3.38,1.75,0.75,9
1369,84.9,1009,3.01,1.74,0.76,9
1370,85.1,1006,3.39,1.73,0.77,9
1371,84.9,1008,3,1.72,0.78,9
1372,85.1,1007,3.4,1.71,0.79,9
1373,84.9,1009,2.99,1.7,0.8,9
1374,85.1,1006,3.41,1.69,0.81,9
1375,84.9,1008,2.98,1.68,0.82,9
1376,85.1,1007,3.42,1.67,0.83,9
1377,84.9,1009,2.97,1.66,0.84,9
1378,85.1,1006,3.43,1.65,0.85,9
1379,84.9,1008,2.96,1.64,0.86,9
1380,85.1,1007,3.44,1.63,0.87,9
1381,84.9,1009,2.95,1.62,0.88,9
1382,85,1015,3.2,1.62,0.88,9
1383,85.5,1014,3.18,1.57,0.93,9
1384,86,1018,3.19,1.52,0.97,9
1385,86.5,1011,3.21,1.47,1.03,9
1386,87,1016,3.2,1.42,1.08,9
1387,87.5,1012,3.17,1.37,1.13,9
1388,88,1014,3.19,1.32,1.17,9
1389,88.5,1019,3.22,1.27,1.23,9
1390,89,1016,3.2,1.22,1.28,9
1391,89.5,1013,3.17,1.17,1.33,9
1392,90,1017,3.19,1.12,1.37,9
1393,90.5,1015,3.21,1.07,1.43,9
1394,91,1018,3.2,1.02,1.47,9
1395,91.5,1012,3.17,0.97,1.53,9
1396,92,1016,3.19,0.92,1.57,9
1397,92.5,1014,3.22,0.87,1.63,9
1398,93,1019,3.2,0.82,1.67,9
1399,93.5,1017,3.17,0.77,1.73,9
1400,94,1015,3.19,0.72,1.77,9
1401,94.5,1018,3.21,0.67,1.83,9
1402,95,1012,3.2,0.62,1.87,9
1403,95.5,1016,3.17,0.57,1.93,9
1404,96,1014,3.19,0.52,1.97,9
1405,96.5,1019,3.22,0.47,2.03,9
1406,97,1017,3.2,0.42,2.07,9
1407,97.5,1015,3.17,0.37,2.13,9
1408,98,1018,3.19,0.32,2.17,9
1409,98.5,1012,3.21,0.27,2.23,9
1410,99,1016,3.2,0.22,2.27,9
1411,99.5,1014,3.17,0.17,2.33,9
1412,100,1019,3.19,0.12,2.37,9
1413,100.5,1017,3.22,0.07,2.43,9
1414,101,1015,3.2,0.02,2.47,9
1415,101.5,1018,3.17,0,2.5,9
1416,102,1012,3.19,0,2.5,9
1417,102.5,1016,3.21,0,2.5,9
1418,103,1014,3.2,0,2.5,9
1419,103.5,1019,3.17,0,2.5,9
1420,104,1017,3.19,0,2.5,9
1421,104.5,1015,3.22,0,2.5,9
1422,105,1018,3.2,0,2.5,9
1423,85,1015,3.2,2.5,0,10
1424,85.5,1007,3.18,2.49,0.01,10
1425,85,1012,3.19,2.48,0.02,10
1426,84.5,1009,3.21,2.47,0.03,10
1427,85,1016,3.17,2.46,0.04,10
1428,85.5,1004,3.19,2.45,0.05,10
1429,85,1011,3.22,2.44,0.06,10
1430,84.5,1008,3.18,2.43,0.07,10
1431,85,1013,3.2,2.42,0.08,10
1432,85.5,1006,3.16,2.41,0.09,10
1433,85,1010,3.19,2.4,0.1,10
1434,84.5,1002,3.22,2.39,0.11,10
1435,85,1014,3.17,2.38,0.12,10
1436,85.5,1000,3.19,2.37,0.13,10
1437,85,1011,3.2,2.36,0.14,10
1438,84.5,1007,3.18,2.35,0.15,10
1439,85,1013,3.21,2.34,0.16,10
1440,85.5,1004,3.16,2.33,0.17,10
1441,85,1010,3.19,2.32,0.18,10
1442,84.5,1002,3.22,2.31,0.19,10
1443,85,1014,3.17,2.3,0.2,10
1444,85.5,1000,3.19,2.29,0.21,10
1445,85,1011,3.2,2.28,0.22,10
1446,84.5,1007,3.18,2.27,0.23,10
1447,85,1013,3.21,2.26,0.24,10
1448,85.5,1004,3.16,2.25,0.25,10
1449,85,1010,3.19,2.24,0.26,10
1450,84.5,1002,3.22,2.23,0.27,10
1451,85,1014,3.17,2.22,0.28,10
1452,85.5,1000,3.19,2.21,0.29,10
1453,85,1011,3.2,2.2,0.3,10
1454,84.5,1007,3.18,2.19,0.31,10
1455,85,1013,3.21,2.18,0.32,10
1456,85.5,1004,3.16,2.17,0.33,10
1457,85,1010,3.19,2.16,0.34,10
1458,84.5,1002,3.22,2.15,0.35,10
1459,85,1014,3.17,2.14,0.36,10
1460,85.5,1000,3.19,2.13,0.37,10
1461,85,1011,3.2,2.12,0.38,10
1462,84.5,1007,3.18,2.11,0.39,10
1463,85,1013,3.21,2.1,0.4,10
1464,85.5,1004,3.16,2.09,0.41,10
1465,85,1010,3.19,2.08,0.42,10
1466,84.5,1002,3.22,2.07,0.43,10
1467,85,1014,3.17,2.06,0.44,10
1468,85.5,1000,3.19,2.05,0.45,10
1469,85,1011,3.2,2.04,0.46,10
1470,84.5,1007,3.18,2.03,0.47,10
1471,85,1013,3.21,2.02,0.48,10
1472,85.5,1004,3.16,2.01,0.49,10
1473,85,1015,3.2,2.01,0.49,10
1474,85.5,1007,3.18,2,0.5,10
1475,86,1012,3.22,1.99,0.51,10
1476,85.5,1018,3.19,1.98,0.52,10
1477,86,1003,3.21,1.97,0.53,10
1478,85,1010,3.17,1.96,0.54,10
1479,85.5,1009,3.23,1.95,0.55,10
1480,86,1017,3.16,1.94,0.56,10
1481,85.5,1010,3.24,1.93,0.57,10
1482,86,1008,3.19,1.92,0.58,10
1483,85.5,1014,3.21,1.91,0.59,10
1484,86,1006,3.17,1.9,0.6,10
1485,85.5,1012,3.23,1.89,0.61,10
1486,86,1010,3.18,1.88,0.62,10
1487,85.5,1008,3.24,1.87,0.63,10
1488,86,1015,3.19,1.86,0.64,10
1489,85.5,1011,3.21,1.85,0.65,10
1490,86,1007,3.17,1.84,0.66,10
1491,85.5,1013,3.23,1.83,0.67,10
1492,86,1010,3.16,1.82,0.68,10
1493,85.5,1009,3.24,1.81,0.69,10
1494,86,1016,3.19,1.8,0.7,10
1495,85.5,1012,3.21,1.79,0.71,10
1496,86,1006,3.18,1.78,0.72,10
1497,85.5,1014,3.23,1.77,0.73,10
1498,86,1011,3.16,1.76,0.74,10
1499,85.5,1008,3.24,1.75,0.75,10
1500,86,1015,3.19,1.74,0.76,10
1501,85.5,1013,3.21,1.73,0.77,10
1502,86,1007,3.17,1.72,0.78,10
1503,85.5,1011,3.23,1.71,0.79,10
1504,86,1010,3.16,1.7,0.8,10
1505,85.5,1009,3.24,1.69,0.81,10
1506,86,1016,3.19,1.68,0.82,10
1507,85.5,1014,3.21,1.67,0.83,10
1508,86,1006,3.17,1.66,0.84,10
1509,85.5,1012,3.23,1.65,0.85,10
1510,86,1010,3.16,1.64,0.86,10
1511,85.5,1008,3.24,1.63,0.87,10
1512,86,1015,3.19,1.62,0.88,10
1513,85.5,1013,3.21,1.61,0.89,10
1514,86,1007,3.17,1.6,0.9,10
1515,85.5,1011,3.23,1.59,0.91,10
1516,86,1010,3.16,1.58,0.92,10
1517,85.5,1009,3.24,1.57,0.93,10
1518,86,1016,3.19,1.56,0.94,10
1519,85.5,1014,3.21,1.55,0.95,10
1520,86,1006,3.17,1.54,0.96,10
1521,85.5,1012,3.23,1.53,0.97,10
1522,86,1010,3.16,1.52,0.98,10
1523,85,1015,3.2,1.52,0.98,10
1524,84.95,1017,3.18,1.47,1.03,10
1525,85.05,1016,3.22,1.42,1.08,10
1526,84.9,1009,3.19,1.37,1.13,10
1527,85.05,1013,3.21,1.32,1.18,10
1528,84.8,1010,3.17,1.27,1.23,10
1529,85.1,1018,3.23,1.22,1.28,10
1530,84.95,1008,3.16,1.17,1.33,10
1531,85,1012,3.2,1.12,1.38,10
1532,84.85,1015,3.19,1.07,1.43,10
1533,85.05,1011,3.22,1.02,1.48,10
1534,84.9,1017,3.18,0.97,1.53,10
1535,85.05,1014,3.21,0.92,1.57,10
1536,84.8,1009,3.17,0.87,1.63,10
1537,85.1,1013,3.23,0.82,1.67,10
1538,84.95,1011,3.16,0.77,1.73,10
1539,85,1016,3.2,0.72,1.78,10
1540,84.85,1014,3.19,0.67,1.82,10
1541,85.05,1010,3.22,0.62,1.88,10
1542,84.9,1017,3.18,0.57,1.93,10
1543,85.05,1012,3.21,0.52,1.97,10
1544,84.8,1009,3.17,0.47,2.03,10
1545,85.1,1013,3.23,0.42,2.07,10
1546,84.95,1011,3.16,0.37,2.13,10
1547,85,1016,3.2,0.32,2.17,10
1548,84.85,1014,3.19,0.27,2.23,10
1549,85.05,1010,3.22,0.22,2.27,10
1550,84.9,1017,3.18,0.17,2.33,10
1551,85.05,1012,3.21,0.12,2.37,10
1552,84.8,1009,3.17,0.07,2.43,10
1553,85.1,1013,3.23,0.02,2.47,10
1554,84.95,1011,3.16,0,2.5,10
1555,85,1016,3.2,0,2.5,10
1556,84.85,1014,3.19,0,2.5,10
1557,85.05,1010,3.22,0,2.5,10
1558,84.9,1017,3.18,0,2.5,10
1559,85.05,1012,3.21,0,2.5,10
1560,84.8,1009,3.17,0,2.5,10
1561,85.1,1013,3.23,0,2.5,10
1562,84.95,1011,3.16,0,2.5,10
1563,85,1016,3.2,0,2.5,10
1564,84.85,1014,3.19,0,2.5,10
1565,85.05,1010,3.22,0,2.5,10
1566,84.9,1017,3.18,0,2.5,10
1567,85.05,1012,3.21,0,2.5,10
1568,84.8,1009,3.17,0,2.5,10
1569,85.1,1013,3.23,0,2.5,10
1570,84.95,1011,3.16,0,2.5,10
1571,85,1016,3.2,0,2.5,10
1572,84.85,1014,3.19,0,2.5,10
1573,85,1015,3.2,2.5,0,11
1574,85.5,1018,3.18,2.49,0.01,11
1575,86,1012,3.22,2.48,0.02,11
1576,86.5,1016,3.19,2.47,0.03,11
1577,87,1014,3.21,2.46,0.04,11
1578,87.5,1019,3.17,2.45,0.05,11
1579,88,1017,3.23,2.44,0.06,11
1580,88.5,1015,3.16,2.43,0.07,11
1581,89,1018,3.24,2.42,0.08,11
1582,89.5,1016,3.15,2.41,0.09,11
1583,90,1019,3.25,2.4,0.1,11
1584,90.5,1017,3.14,2.39,0.11,11
1585,91,1020,3.26,2.38,0.12,11
1586,91.5,1018,3.13,2.37,0.13,11
1587,92,1021,3.27,2.36,0.14,11
1588,92.5,1019,3.12,2.35,0.15,11
1589,93,1022,3.28,2.34,0.16,11
1590,93.5,1020,3.11,2.33,0.17,11
1591,94,1023,3.29,2.32,0.18,11
1592,94.5,1021,3.1,2.31,0.19,11
1593,95,1024,3.3,2.3,0.2,11
1594,95.5,1022,3.09,2.29,0.21,11
1595,96,1025,3.31,2.28,0.22,11
1596,96.5,1023,3.08,2.27,0.23,11
1597,97,1026,3.32,2.26,0.24,11
1598,97.5,1024,3.07,2.25,0.25,11
1599,98,1027,3.33,2.24,0.26,11
1600,98.5,1025,3.06,2.23,0.27,11
1601,99,1028,3.34,2.22,0.28,11
1602,99.5,1026,3.05,2.21,0.29,11
1603,100,1029,3.35,2.2,0.3,11
1604,100.5,1027,3.04,2.19,0.31,11
1605,101,1030,3.36,2.18,0.32,11
1606,101.5,1028,3.03,2.17,0.33,11
1607,102,1031,3.37,2.16,0.34,11
1608,102.5,1029,3.02,2.15,0.35,11
1609,103,1032,3.38,2.14,0.36,11
1610,103.5,1030,3.01,2.13,0.37,11
1611,104,1033,3.39,2.12,0.38,11
1612,104.5,1031,3,2.11,0.39,11
1613,105,1034,3.4,2.1,0.4,11
1614,105.5,1032,2.99,2.09,0.41,11
1615,106,1035,3.41,2.08,0.42,11
1616,106.5,1033,2.98,2.07,0.43,11
1617,107,1036,3.42,2.06,0.44,11
1618,107.5,1034,2.97,2.05,0.45,11
1619,108,1037,3.43,2.04,0.46,11
1620,108.5,1035,2.96,2.03,0.47,11
1621,109,1038,3.44,2.02,0.48,11
1622,109.5,1036,2.95,2.01,0.49,11
1623,85,1015,3.2,2.01,0.49,11
1624,84.5,1013,3.18,2,0.5,11
1625,85,1016,3.22,1.99,0.51,11
1626,84.75,1019,3.19,1.98,0.52,11
1627,85.25,1017,3.21,1.97,0.53,11
1628,84.9,1014,3.2,1.96,0.54,11
1629,85.4,1018,3.17,1.95,0.55,11
1630,84.6,1015,3.23,1.94,0.56,11
1631,85.1,1019,3.19,1.93,0.57,11
1632,84.8,1016,3.22,1.92,0.58,11
1633,85.3,1017,3.18,1.91,0.59,11
1634,84.5,1014,3.2,1.9,0.6,11
1635,85,1018,3.17,1.89,0.61,11
1636,84.7,1016,3.23,1.88,0.62,11
1637,85.2,1019,3.19,1.87,0.63,11
1638,84.9,1017,3.21,1.86,0.64,11
1639,85.4,1015,3.18,1.85,0.65,11
1640,84.6,1018,3.22,1.84,0.66,11
1641,85.1,1016,3.19,1.83,0.67,11
1642,84.8,1014,3.2,1.82,0.68,11
1643,85.3,1017,3.17,1.81,0.69,11
1644,84.5,1015,3.23,1.8,0.7,11
1645,85,1018,3.19,1.79,0.71,11
1646,84.7,1016,3.21,1.78,0.72,11
1647,85.2,1014,3.18,1.77,0.73,11
1648,84.9,1017,3.22,1.76,0.74,11
1649,85.4,1015,3.19,1.75,0.75,11
1650,84.6,1018,3.2,1.74,0.76,11
1651,85.1,1016,3.17,1.73,0.77,11
1652,84.8,1014,3.23,1.72,0.78,11
1653,85.3,1017,3.19,1.71,0.79,11
1654,84.5,1015,3.21,1.7,0.8,11
1655,85,1018,3.18,1.69,0.81,11
1656,84.7,1016,3.22,1.68,0.82,11
1657,85.2,1014,3.19,1.67,0.83,11
1658,84.9,1017,3.2,1.66,0.84,11
1659,85.4,1015,3.17,1.65,0.85,11
1660,84.6,1018,3.23,1.64,0.86,11
1661,85.1,1016,3.19,1.63,0.87,11
1662,84.8,1014,3.21,1.62,0.88,11
1663,85.3,1017,3.18,1.61,0.89,11
1664,84.5,1015,3.22,1.6,0.9,11
1665,85,1018,3.19,1.59,0.91,11
1666,84.7,1016,3.2,1.58,0.92,11
1667,85.2,1014,3.17,1.57,0.93,11
1668,84.9,1017,3.23,1.56,0.94,11
1669,85.4,1015,3.19,1.55,0.95,11
1670,84.6,1018,3.21,1.54,0.96,11
1671,85.1,1016,3.18,1.53,0.97,11
1672,84.8,1014,3.22,1.52,0.98,11
1673,85,1015,3.2,1.52,0.98,11
1674,85.5,1007,3.18,1.47,1.03,11
1675,86,1019,3.22,1.42,1.08,11
1676,86.5,1013,3.19,1.37,1.13,11
1677,87,1008,3.21,1.32,1.18,11
1678,87.5,1016,3.17,1.27,1.23,11
1679,88,1009,3.23,1.22,1.28,11
1680,88.5,1014,3.16,1.17,1.33,11
1681,89,1005,3.24,1.12,1.38,11
1682,89.5,1017,3.15,1.07,1.43,11
1683,90,1001,3.25,1.02,1.48,11
1684,90.5,1012,3.14,0.97,1.53,11
1685,91,1006,3.26,0.92,1.57,11
1686,91.5,1010,3.13,0.87,1.63,11
1687,92,1003,3.27,0.82,1.68,11
1688,92.5,1018,3.12,0.77,1.73,11
1689,93,1004,3.28,0.72,1.77,11
1690,93.5,1011,3.11,0.67,1.83,11
1691,94,1007,3.29,0.62,1.88,11
1692,94.5,1009,3.1,0.57,1.93,11
1693,95,1002,3.3,0.52,1.98,11
1694,95.5,1015,3.09,0.47,2.03,11
1695,96,1008,3.31,0.42,2.08,11
1696,96.5,1003,3.08,0.37,2.13,11
1697,97,1016,3.32,0.32,2.18,11
1698,97.5,1007,3.07,0.27,2.23,11
1699,98,1004,3.33,0.22,2.28,11
1700,98.5,1011,3.06,0.17,2.33,11
1701,99,1009,3.34,0.12,2.38,11
1702,99.5,1005,3.05,0.07,2.43,11
1703,100,1012,3.35,0.02,2.48,11
1704,100.5,1006,3.04,0,2.5,11
1705,101,1013,3.36,0,2.5,11
1706,101.5,1007,3.03,0,2.5,11
1707,102,1014,3.37,0,2.5,11
1708,102.5,1008,3.02,0,2.5,11
1709,103,1015,3.38,0,2.5,11
1710,103.5,1009,3.01,0,2.5,11
1711,104,1016,3.39,0,2.5,11
1712,104.5,1007,3,0,2.5,11
1713,105,1013,3.4,0,2.5,11
1714,105.5,1008,2.99,0,2.5,11
1715,106,1014,3.41,0,2.5,11
1716,106.5,1009,2.98,0,2.5,11
1717,107,1015,3.42,0,2.5,11
1718,107.5,1006,2.97,0,2.5,11
1719,108,1012,3.43,0,2.5,11
1720,108.5,1007,2.96,0,2.5,11
1721,109,1013,3.44,0,2.5,11
1722,109.5,1008,2.95,0,2.5,11
1723,85,1015,3.2,2.5,0,12
1724,85.5,1016,3.18,2.49,0.01,12
1725,86,1013,3.22,2.48,0.02,12
1726,86.5,1014,3.19,2.47,0.03,12
1727,87,1018,3.21,2.46,0.04,12
1728,87.5,1019,3.17,2.45,0.05,12
1729,88,1012,3.23,2.44,0.06,12
1730,88.5,1017,3.2,2.43,0.07,12
1731,89,1011,3.16,2.42,0.08,12
1732,89.5,1015,3.24,2.41,0.09,12
1733,90,1016,3.18,2.4,0.1,12
1734,90.5,1013,3.22,2.39,0.11,12
1735,91,1019,3.2,2.38,0.12,12
1736,91.5,1014,3.17,2.37,0.13,12
1737,92,1018,3.23,2.36,0.14,12
1738,92.5,1012,3.19,2.35,0.15,12
1739,93,1017,3.21,2.34,0.16,12
1740,93.5,1015,3.16,2.33,0.17,12
1741,94,1013,3.24,2.32,0.18,12
1742,94.5,1019,3.2,2.31,0.19,12
1743,95,1016,3.17,2.3,0.2,12
1744,95.5,1014,3.22,2.29,0.21,12
1745,96,1018,3.19,2.28,0.22,12
1746,96.5,1012,3.24,2.27,0.23,12
1747,97,1017,3.21,2.26,0.24,12
1748,97.5,1015,3.16,2.25,0.25,12
1749,98,1013,3.23,2.24,0.26,12
1750,98.5,1019,3.18,2.23,0.27,12
1751,99,1016,3.21,2.22,0.28,12
1752,99.5,1014,3.16,2.21,0.29,12
1753,100,1018,3.2,2.2,0.3,12
1754,100.5,1012,3.19,2.19,0.31,12
1755,101,1017,3.23,2.18,0.32,12
1756,101.5,1015,3.17,2.17,0.33,12
1757,102,1013,3.21,2.16,0.34,12
1758,102.5,1019,3.16,2.15,0.35,12
1759,103,1016,3.2,2.14,0.36,12
1760,103.5,1014,3.18,2.13,0.37,12
1761,104,1018,3.22,2.12,0.38,12
1762,104.5,1012,3.15,2.11,0.39,12
1763,105,1017,3.2,2.1,0.4,12
1764,105.5,1015,3.17,2.09,0.41,12
1765,106,1013,3.23,2.08,0.42,12
1766,106.5,1019,3.19,2.07,0.43,12
1767,107,1016,3.21,2.06,0.44,12
1768,107.5,1014,3.16,2.05,0.45,12
1769,108,1018,3.2,2.04,0.46,12
1770,108.5,1012,3.18,2.03,0.47,12
1771,109,1017,3.24,2.02,0.48,12
1772,109.5,1015,3.15,2.01,0.49,12
1773,85,1015,3.2,2.01,0.49,12
1774,85.5,1015,3.18,2,0.5,12
1775,86,1013,3.22,1.99,0.51,12
1776,86.5,1016,3.19,1.98,0.52,12
1777,87,1014,3.21,1.97,0.53,12
1778,87.5,1017,3.17,1.96,0.54,12
1779,88,1015,3.23,1.95,0.55,12
1780,88.5,1018,3.16,1.94,0.56,12
1781,89,1016,3.24,1.93,0.57,12
1782,89.5,1017,3.19,1.92,0.58,12
1783,90,1015,3.25,1.91,0.59,12
1784,90.5,1019,3.18,1.9,0.6,12
1785,91,1016,3.26,1.89,0.61,12
1786,91.5,1018,3.2,1.88,0.62,12
1787,92,1015,3.27,1.87,0.63,12
1788,92.5,1019,3.19,1.86,0.64,12
1789,93,1016,3.28,1.85,0.65,12
1790,93.5,1018,3.21,1.84,0.66,12
1791,94,1015,3.29,1.83,0.67,12
1792,94.5,1019,3.22,1.82,0.68,12
1793,95,1016,3.3,1.81,0.69,12
1794,95.5,1018,3.23,1.8,0.7,12
1795,96,1015,3.31,1.79,0.71,12
1796,96.5,1019,3.24,1.78,0.72,12
1797,97,1016,3.32,1.77,0.73,12
1798,97.5,1018,3.25,1.76,0.74,12
1799,98,1015,3.33,1.75,0.75,12
1800,98.5,1019,3.26,1.74,0.76,12
1801,99,1016,3.34,1.73,0.77,12
1802,99.5,1018,3.27,1.72,0.78,12
1803,100,1015,3.35,1.71,0.79,12
1804,100.5,1019,3.28,1.7,0.8,12
1805,101,1016,3.36,1.69,0.81,12
1806,101.5,1018,3.29,1.68,0.82,12
1807,102,1015,3.37,1.67,0.83,12
1808,102.5,1019,3.3,1.66,0.84,12
1809,103,1016,3.38,1.65,0.85,12
1810,103.5,1018,3.31,1.64,0.86,12
1811,104,1015,3.39,1.63,0.87,12
1812,104.5,1019,3.32,1.62,0.88,12
1813,105,1016,3.4,1.61,0.89,12
1814,105.5,1018,3.33,1.6,0.9,12
1815,106,1015,3.41,1.59,0.91,12
1816,106.5,1019,3.34,1.58,0.92,12
1817,107,1016,3.42,1.57,0.93,12
1818,107.5,1018,3.35,1.56,0.94,12
1819,108,1015,3.43,1.55,0.95,12
1820,108.5,1019,3.36,1.54,0.96,12
1821,109,1016,3.44,1.53,0.97,12
1822,109.5,1018,3.37,1.52,0.98,12
1823,85,1015,3.2,1.52,0.98,12
1824,84.5,1007,3.18,1.47,1.03,12
1825,85,1012,3.22,1.42,1.08,12
1826,84,1010,3.19,1.37,1.13,12
1827,83.5,1003,3.21,1.32,1.18,12
1828,85,1018,3.17,1.27,1.23,12
1829,84.5,1010,3.2,1.22,1.28,12
1830,85,1006,3.19,1.17,1.33,12
1831,84,1014,3.22,1.12,1.38,12
1832,83.5,1009,3.16,1.07,1.43,12
1833,85,1012,3.21,1.02,1.48,12
1834,84.5,1010,3.19,0.97,1.53,12
1835,85,1008,3.2,0.92,1.57,12
1836,84,1015,3.18,0.87,1.63,12
1837,83.5,1012,3.22,0.82,1.68,12
1838,85,1009,3.16,0.77,1.73,12
1839,84.5,1016,3.2,0.72,1.77,12
1840,85,1014,3.18,0.67,1.83,12
1841,84,1011,3.21,0.62,1.87,12
1842,83.5,1007,3.19,0.57,1.93,12
1843,85,1013,3.2,0.52,1.97,12
1844,84.5,1010,3.18,0.47,2.03,12
1845,85,1006,3.22,0.42,2.07,12
1846,84,1014,3.16,0.37,2.13,12
1847,83.5,1009,3.2,0.32,2.18,12
1848,85,1012,3.18,0.27,2.23,12
1849,84.5,1010,3.21,0.22,2.27,12
1850,85,1007,3.16,0.17,2.33,12
1851,84,1015,3.2,0.12,2.37,12
1852,83.5,1012,3.18,0.07,2.43,12
1853,85,1009,3.22,0.02,2.47,12
1854,84.5,1016,3.16,0,2.5,12
1855,85,1014,3.2,0,2.5,12
1856,84,1011,3.18,0,2.5,12
1857,83.5,1007,3.21,0,2.5,12
1858,85,1013,3.16,0,2.5,12
1859,84.5,1010,3.2,0,2.5,12
1860,85,1006,3.18,0,2.5,12
1861,84,1014,3.21,0,2.5,12
1862,83.5,1009,3.16,0,2.5,12
1863,85,1012,3.2,0,2.5,12
1864,84.5,1010,3.18,0,2.5,12
1865,85,1007,3.22,0,2.5,12
